ZIP,GENERAL_MARKET,CITY_STATE,STATE,RSM,ASM,Grouping,Grouping Phase,2024 Avg Demand,Flag
78801,"Rural Area, TX",Uvalde_TX,TX,James Sapp,Donald Mooney,C,Phase 3,1.17,
78802,"Rural Area, TX",Uvalde_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78827,"Rural Area, TX",Asherton_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78108,"San Antonio, TX",Cibolo_TX,TX,James Sapp,Donald Mooney,A,Phase 3,15.25,
78109,"San Antonio, TX",Converse_TX,TX,James Sapp,Donald Mooney,A,Phase 3,14.42,
78828,"Rural Area, TX",Barksdale_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78112,"San Antonio, TX",Elmendorf_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.17,
78829,"Rural Area, TX",Batesville_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78114,"San Antonio, TX",Floresville_TX,TX,James Sapp,Donald Mooney,A,Phase 3,5.5,
78830,"Rural Area, TX",Big Wells_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78832,"Rural Area, TX",Brackettville_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.33,
78833,"Rural Area, TX",Camp Wood_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
78834,"Rural Area, TX",Carrizo Springs_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
78836,"Rural Area, TX",Catarina_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78121,"San Antonio, TX",La Vernia_TX,TX,James Sapp,Donald Mooney,A,Phase 3,6,
78837,"Rural Area, TX",Comstock_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78123,"San Antonio, TX",Mc Queeney_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.92,
78124,"San Antonio, TX",Marion_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.67,
78838,"Rural Area, TX",Concan_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78130,"San Antonio, TX",New Braunfels_TX,TX,James Sapp,Donald Mooney,A,Phase 3,20.5,
78839,"Rural Area, TX",Crystal City_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
78132,"San Antonio, TX",New Braunfels_TX,TX,James Sapp,Donald Mooney,A,Phase 3,19.33,
78133,"San Antonio, TX",Canyon Lake_TX,TX,James Sapp,Donald Mooney,A,Phase 3,5.83,
78135,"San Antonio, TX",New Braunfels_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78140,"San Antonio, TX",Nixon_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.67,
78840,"Rural Area, TX",Del Rio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,8.25,
78841,"Rural Area, TX",Del Rio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78842,"Rural Area, TX",Del Rio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78843,"Rural Area, TX",Laughlin AFB_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78847,"Rural Area, TX",Del Rio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78850,"Rural Area, TX",D Hanis_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78147,"San Antonio, TX",Poth_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.17,
78148,"San Antonio, TX",Universal City_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.75,
78150,"San Antonio, TX",Jbsa Randolph_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78851,"Rural Area, TX",Dryden_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78152,"San Antonio, TX",Saint Hedwig_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.17,
78154,"San Antonio, TX",Schertz_TX,TX,James Sapp,Donald Mooney,A,Phase 3,13.08,
78155,"San Antonio, TX",Seguin_TX,TX,James Sapp,Donald Mooney,A,Phase 3,11.5,
78852,"Rural Area, TX",Eagle Pass_TX,TX,James Sapp,Donald Mooney,C,Phase 3,5.25,
78853,"Rural Area, TX",Eagle Pass_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78160,"San Antonio, TX",Stockdale_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.08,
78161,"San Antonio, TX",Sutherland Springs_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78860,"Rural Area, TX",El Indio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78163,"San Antonio, TX",Bulverde_TX,TX,James Sapp,Donald Mooney,A,Phase 3,9.75,
78870,"Rural Area, TX",Knippa_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78201,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.92,
78202,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.75,
78203,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1,
78204,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.5,
78205,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.08,
78871,"Rural Area, TX",Langtry_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78207,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.17,
78208,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.17,
78209,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,7.58,
78210,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.25,
78211,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.33,
78212,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.92,
78213,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,6.25,
78214,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.75,
78215,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.08,
78216,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,5,
78217,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.92,
78218,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.83,
78219,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.33,
78220,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.83,
78221,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,5,
78222,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.92,
78223,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,7.5,
78224,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.08,
78225,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.75,
78226,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.25,
78227,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.33,
78228,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,8.5,
78229,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1,
78230,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,8.25,
78231,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.08,
78232,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,10.17,
78233,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,6.42,
78234,"San Antonio, TX",Jbsa Ft Sam Houston_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.17,
78235,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0.17,
78236,"San Antonio, TX",Jbsa Lackland_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78237,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.58,
78238,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.92,
78239,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.25,
78240,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,6.67,
78872,"Rural Area, TX",La Pryor_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78242,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,2.17,
78243,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78244,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,7.33,
78245,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,14.17,
78873,"Rural Area, TX",Leakey_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78247,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,11.42,
78248,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.58,
78249,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,12.25,
78250,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,11.83,
78251,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,13.08,
78252,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.33,
78253,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,19.92,
78254,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,21.75,
78255,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,7.75,
78256,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,4.75,
78257,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.83,
78258,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,13.67,
78259,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,9.58,
78260,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,18.5,
78261,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,10.67,
78877,"Rural Area, TX",Quemado_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78263,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.75,
78264,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,1.67,
78879,"Rural Area, TX",Rio Frio_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78266,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,3.42,
78880,"Rural Area, TX",Rocksprings_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78881,"Rural Area, TX",Sabinal_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78270,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78883,"Rural Area, TX",Tarpley_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78884,"Rural Area, TX",Utopia_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78885,"Rural Area, TX",Vanderpool_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78280,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78886,"Rural Area, TX",Yancey_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78284,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78285,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78931,"Rural Area, TX",Bleiblerville_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78932,"Rural Area, TX",Carmine_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.08,
78933,"Rural Area, TX",Cat Spring_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.08,
78934,"Rural Area, TX",Columbus_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.67,
78935,"Rural Area, TX",Alleyton_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.08,
78938,"Rural Area, TX",Ellinger_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78940,"Rural Area, TX",Fayetteville_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78941,"Rural Area, TX",Flatonia_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
78942,"Rural Area, TX",Giddings_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.42,
78943,"Rural Area, TX",Glidden_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78297,"San Antonio, TX",San Antonio_TX,TX,James Sapp,Donald Mooney,A,Phase 3,0,
78944,"Rural Area, TX",Industry_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78945,"Rural Area, TX",La Grange_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.75,
78947,"Rural Area, TX",Lexington_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.5,
78948,"Rural Area, TX",Lincoln_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
78949,"Rural Area, TX",Muldoon_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
78950,"Rural Area, TX",New Ulm_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.33,
78951,"Rural Area, TX",Oakland_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78952,"Rural Area, TX",Plum_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78953,"Rural Area, TX",Rosanky_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.25,
78954,"Rural Area, TX",Round Top_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.17,
78956,"Rural Area, TX",Schulenburg_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.5,
78957,"Rural Area, TX",Smithville_TX,TX,James Sapp,Donald Mooney,C,Phase 3,1.17,
78959,"Rural Area, TX",Waelder_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.25,
78960,"Rural Area, TX",Warda_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
78961,"Rural Area, TX",Warrenton_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0,
78962,"Rural Area, TX",Weimar_TX,TX,James Sapp,Allan Gutierrez,C,Phase 3,0.17,
78963,"Rural Area, TX",West Point_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79001,"Rural Area, TX",Adrian_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79002,"Rural Area, TX",Alanreed_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79003,"Rural Area, TX",Allison_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79005,"Rural Area, TX",Booker_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79007,"Rural Area, TX",Borger_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79008,"Rural Area, TX",Borger_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79009,"Rural Area, TX",Bovina_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79010,"Rural Area, TX",Boys Ranch_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79011,"Rural Area, TX",Briscoe_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79013,"Rural Area, TX",Cactus_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79014,"Rural Area, TX",Canadian_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79016,"Rural Area, TX",Canyon_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79018,"Rural Area, TX",Channing_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79019,"Rural Area, TX",Claude_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79022,"Rural Area, TX",Dalhart_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79024,"Rural Area, TX",Darrouzett_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79025,"Rural Area, TX",Dawn_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79027,"Rural Area, TX",Dimmitt_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.42,
79029,"Rural Area, TX",Dumas_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.58,
79031,"Rural Area, TX",Earth_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79032,"Rural Area, TX",Edmonson_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79033,"Rural Area, TX",Farnsworth_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79034,"Rural Area, TX",Follett_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79035,"Rural Area, TX",Friona_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.67,
79036,"Rural Area, TX",Fritch_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79039,"Rural Area, TX",Groom_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79040,"Rural Area, TX",Gruver_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79042,"Rural Area, TX",Happy_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79043,"Rural Area, TX",Hart_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79044,"Rural Area, TX",Hartley_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79045,"Rural Area, TX",Hereford_TX,TX,James Sapp,Donald Mooney,C,Phase 3,1,
79046,"Rural Area, TX",Higgins_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79051,"Rural Area, TX",Kerrick_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79052,"Rural Area, TX",Kress_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79053,"Rural Area, TX",Lazbuddie_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79054,"Rural Area, TX",Lefors_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79056,"Rural Area, TX",Lipscomb_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79057,"Rural Area, TX",Mclean_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79058,"Rural Area, TX",Masterson_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79059,"Rural Area, TX",Miami_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79061,"Rural Area, TX",Mobeetie_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79062,"Rural Area, TX",Morse_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79063,"Rural Area, TX",Nazareth_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79065,"Rural Area, TX",Pampa_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.83,
79066,"Rural Area, TX",Pampa_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79068,"Rural Area, TX",Panhandle_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79070,"Rural Area, TX",Perryton_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79077,"Rural Area, TX",Samnorwood_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79078,"Rural Area, TX",Sanford_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79079,"Rural Area, TX",Shamrock_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79080,"Rural Area, TX",Skellytown_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79081,"Rural Area, TX",Spearman_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79082,"Rural Area, TX",Springlake_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79083,"Rural Area, TX",Stinnett_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79084,"Rural Area, TX",Stratford_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79085,"Rural Area, TX",Summerfield_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79086,"Rural Area, TX",Sunray_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79087,"Rural Area, TX",Texline_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79088,"Rural Area, TX",Tulia_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79092,"Rural Area, TX",Vega_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79093,"Rural Area, TX",Waka_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79094,"Rural Area, TX",Wayside_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79095,"Rural Area, TX",Wellington_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79096,"Rural Area, TX",Wheeler_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79097,"Rural Area, TX",White Deer_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79098,"Rural Area, TX",Wildorado_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79105,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79111,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79116,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79117,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79120,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79159,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79166,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79168,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79172,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79174,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79178,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79185,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79187,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79189,"Rural Area, TX",Amarillo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79201,"Rural Area, TX",Childress_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79220,"Rural Area, TX",Afton_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79223,"Rural Area, TX",Cee Vee_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79225,"Rural Area, TX",Chillicothe_TX,TX,James Sapp,Joseph Buttermark,C,Phase 3,0,
79226,"Rural Area, TX",Clarendon_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.25,
79227,"Rural Area, TX",Crowell_TX,TX,James Sapp,Joseph Buttermark,C,Phase 3,0,
79229,"Rural Area, TX",Dickens_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79230,"Rural Area, TX",Dodson_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79231,"Rural Area, TX",Dougherty_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79233,"Rural Area, TX",Estelline_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79234,"Rural Area, TX",Flomot_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79236,"Rural Area, TX",Guthrie_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79237,"Rural Area, TX",Hedley_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79239,"Rural Area, TX",Lakeview_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79240,"Rural Area, TX",Lelia Lake_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79243,"Rural Area, TX",Mcadoo_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79244,"Rural Area, TX",Matador_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79245,"Rural Area, TX",Memphis_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79247,"Rural Area, TX",Odell_TX,TX,James Sapp,Joseph Buttermark,C,Phase 3,0,
79248,"Rural Area, TX",Paducah_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79251,"Rural Area, TX",Quail_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79252,"Rural Area, TX",Quanah_TX,TX,James Sapp,Joseph Buttermark,C,Phase 3,0.08,
79255,"Rural Area, TX",Quitaque_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79256,"Rural Area, TX",Roaring Springs_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79257,"Rural Area, TX",Silverton_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79258,"Rural Area, TX",South Plains_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79259,"Rural Area, TX",Tell_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79261,"Rural Area, TX",Turkey_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79314,"Rural Area, TX",Bledsoe_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79320,"Rural Area, TX",Bula_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79323,"Rural Area, TX",Denver City_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.58,
79325,"Rural Area, TX",Farwell_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79330,"Rural Area, TX",Justiceburg_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79331,"Rural Area, TX",Lamesa_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.33,
79342,"Rural Area, TX",Loop_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79344,"Rural Area, TX",Maple_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79346,"Rural Area, TX",Morton_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79347,"Rural Area, TX",Muleshoe_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.33,
79351,"Rural Area, TX",Odonnell_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.17,
79355,"Rural Area, TX",Plains_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79359,"Rural Area, TX",Seagraves_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79360,"Rural Area, TX",Seminole_TX,TX,James Sapp,Donald Mooney,C,Phase 3,1.5,
79370,"Rural Area, TX",Spur_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0.08,
79377,"Rural Area, TX",Welch_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
79378,"Rural Area, TX",Wellman_TX,TX,James Sapp,Donald Mooney,C,Phase 3,0,
